pl_name,sy_snum,sy_pnum,sy_mnum,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,st_lum,st_age,sy_dist,discoverymethod,disc_year_y,disc_facility,habitability_percent,cluster,cluster_label
Kepler-1365 b,1,2,0,7.69993485,0.0768,0.855,,,,0,178.7,891,88.81,0.00728,4.39,5748.5,1.077,1,0.015,0.42479,6.03,840.128,Transit,2016,Kepler,36.97,,
Kepler-1763 b,1,1,0,1.480280588,0.0257,0.98,,,,0,2597.27,1821,88.24,0.0061,2.429,5897,1.259,1.026,0.02,0.27421,5.4,756.486,Transit,2021,Kepler,36.85,,
Kepler-524 c,1,2,0,1.88897906,0.0302,1.03,,,,0,2056.09,1717,83.65,0.00651,3.246,5993.5,1.251,1.036,-0.0676,0.43947,6.4,1058.24,Transit,2016,Kepler,36.85,,
Kepler-362 b,1,2,0,10.32738017,0.0867,0.94,,,,0,93.445,739,89.95,0.01335,1.944,5751.11,0.9235,0.882,-0.193,0.20872,8.575,1090.51,Transit,2014,Kepler,36.83,,
Kepler-1339 b,1,1,0,1.341555127,0.0233,0.958,,,,0,3316.2785,1967,89.38,0.0059,1.7009,5738,1.291095,0.94,-0.14,0.18765,7.265,371.049,Transit,2016,Kepler,36.81,,
Kepler-889 b,1,1,0,3.744439,0.0488,1.095,,,,0,701.185,1295,88.24,0.00747,2.9492,5880.5,1.2715,1.094,0.22,0.38344,3.98,598.313,Transit,2016,Kepler,36.8,,
Kepler-431 b,1,3,0,6.80252171,0.0725,0.97,,,,0,666.5075,1337,88.24,0.00324,4.631,6050.355,1.62709,1.1,-0.0166,0.49839,4.34,486.546,Transit,2015,Kepler,36.77,,
Kepler-1464 c,1,2,0,5.32786292,0.0548,0.89,,,,0,259.32,1023,89.38,0.00926,4.678,5654,1.01,0.8865,-0.42,0.42978,5.74,1151.73,Transit,2016,Kepler,36.75,,
Kepler-1591 b,1,1,0,8.18504949,0.0794,0.95,,,,0,149.41,892,89.38,0.01089,4.214,5984,0.906,0.993,-0.2,0.43389,3.24,1419.58,Transit,2016,Kepler,36.75,,
Kepler-376 b,1,2,0,4.92031217,0.05603,1.07,,,,0,483.535,1143,88.81,0.00794,4.036,5906,1.24,0.998,-0.1119,0.35663,5.89,923.067,Transit,2014,Kepler,36.75,,
Kepler-10 b,1,3,0,0.83749128,0.01684,1.47,3.645,3.65783839,6.105089,0,3657.4203,1980,86.095,0.01919,1.8076,5705.5,1.065,0.91,-0.15,0.05467,10.6,185.506,Transit,2011,Kepler,36.74,0,Warm Gas Giants
Kepler-206 d,1,3,0,23.4432353,0.1595,0.98,,,,0,43.685,655,89.38,0.008305,5.491,5762,1.1315,0.986,0.06,0.08357,7,594.447,Transit,2014,Kepler,36.73,,
Kepler-595 c,1,2,0,12.3860474,0.0983,1.0595,3.06,3.06,10.6,0,50.23,679,89.01,0.01513,2.604,5129.75,0.843,0.93,0.293,-0.34768,,643.009,Transit,2020,Kepler,36.72,2,Temperate Small Planets
Kepler-1082 b,1,1,0,1.543206604,0.0256,1.07,,,,0,1974.525,1535,89.95,0.00903,2.6094,5899.255,1.211,0.951,-0.15815,0.3142,5.75,739.557,Transit,2016,Kepler,36.64,,
Kepler-130 b,2,3,0,8.457458,0.0795,1.03,,,,0,217.815,977,89.38,0.00822,3.3404,5887,1.138,0.9575,-0.199,0.19831,7.9,316.663,Transit,2014,Kepler,36.58,,
Kepler-1943 b,1,1,0,4.85026423,0.0571,0.95,,,,0,344.04,1098,88.24,0.00672,4.673,6032,0.973,1.055,-0.06,0.44535,5.25,1004.55,Transit,2021,Kepler,36.55,,
TOI-1453 b,2,2,0,4.3135242,,1.15141,2.32,2.32,8.215288,0,110.0736,898.1,87.65,0.0264,1.9595,4947.5,0.715,0.715,-0.31,,12,78.7415,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),36.54,,
Kepler-1311 d,1,3,0,197.5107678,0.66535,7.3,,,,0,3.98,360,89.38,0.2679,11.17535,5754,1.674,1.02,0.04,0.47186,7.395,866.331,Transit,2021,Kepler,36.52,,
KOI-3503 c,1,2,0,31.8245304,0.1911,0.9925,10.36,10.36,10,0,28.37,589,89.38,0.0079,4.17,6001,1.255,0.918,-0.6714,0.30005,11.48,887.064,Transit,2021,Kepler,36.5,2,Temperate Small Planets
Kepler-312 b,1,2,0,1.77244975,0.0306,1.03,,,,0,1809.685,1641,89.38,0.00774,2.454,6173,1.3285,1.202,0.18,0.59751,2.18,797.72,Transit,2014,Kepler,36.48,,
Kepler-387 c,1,2,0,11.83771615,0.1032,1.06,,,,0,146.9915,891,88.81,0.00967,3.328,5835.36,1.06,1.038,-0.27,0.13738,5.5,801.052,Transit,2014,Kepler,36.44,,
Kepler-1416 b,1,1,0,1.49514952,0.0248,0.88,,,,0,2103.03,1727,89.95,0.00549,3.11,5701,1.166,0.906,-0.1,0.28393,7.575,949.59,Transit,2016,Kepler,36.43,,
Kepler-431 c,1,3,0,8.70337044,0.0855,0.92,,,,0,479.3725,1231,89.38,0.00294,4.931,6050.355,1.62709,1.1,-0.0166,0.49839,4.34,486.546,Transit,2015,Kepler,36.43,,
Kepler-106 d,1,4,0,23.9802348,0.1602,0.999,8.1,8.1,,0,44.45,658,89.38,0.00927,4.611,5881,1.04,0.959,-0.12,0.08255,5.015,444.322,Transit,2014,Kepler,36.42,2,Temperate Small Planets
Kepler-1283 b,1,1,0,12.9460978,0.1062,1.29,,,,0,80.34,764,88.81,0.02206,9.583,6060,0.97,1.009,-0.4,0.92675,1.59,2921.99,Transit,2016,Kepler,36.41,,
Kepler-1434 b,1,1,0,8.05333618,0.08215,1.1,,,,0,592.5,1186,88.81,0.00351,5.277,6271,2.051,1.13,0.1406,0.86244,2.57,775.529,Transit,2016,Kepler,36.41,,
Kepler-282 b,1,4,0,9.2206889,0.0852,1.04,,,,0,134.48,868,89.38,0.01367,4.569,5848,0.904,0.968,-0.37,0.10587,5.25,1337.61,Transit,2014,Kepler,36.4,,
Kepler-1338 b,1,1,0,0.935118057,0.0189,0.92,,,,0,4231.585,2021,84.22,0.00681,1.542,5891.5,1.1865,1.04,-0.04,0.24719,5.62,753.26,Transit,2016,Kepler,36.39,,
Kepler-1490 b,1,1,0,92.43647808,0.3726,2.74,,,,0,3.51,349,89.38,0.08302,5.709,5594,0.773097,0.854,-0.48,-0.31879,4.57,862.92,Transit,2016,Kepler,36.38,,
Kepler-1408 b,1,1,0,2.99793191,0.04185,0.865,,,,0,1423.095,1512,87.09,0.00451,4.392,6044.655,1.4975,1.12,-0.1035,0.57889,4.3,535.048,Transit,2016,Kepler,36.36,,
Kepler-1924 b,1,1,0,15.3317018,0.1163,1.2,,,,0,62.23,716,89.95,0.01991,5.239,5877,1.0645,0.95,-0.3098,0.45229,,1910.77,Transit,2021,Kepler,36.35,,
Kepler-1296 b,1,1,0,8.3839865,0.0758,1.04,,,,0,136.02,871,89.95,0.01162,4.992,5437,0.979,0.83,-0.08,0.48615,9.035,1551.54,Transit,2016,Kepler,36.32,,
Kepler-539 b,1,2,0,125.6288762,0.4899,8.305,308.2951,308.2951,2.9,0,3.545,354.5,89.95,0.799495,9.299,5819.5,0.941,1,-0.0465,-0.06048,1.35,307.318,Transit,2016,Kepler,36.31,2,Temperate Small Planets
GJ 3929 c,1,2,0,15.04,0.081,,,5.71,,0,1.68,317,,,,3384,0.32,0.313,-0.02,-1.96257,7.1,15.8095,Radial Velocity,2022,Multiple Observatories,36.3,,
Kepler-387 b,1,2,0,6.79164786,0.0712,1.08,,,,0,308.5805,1073,88.81,0.01014,3.287,5835.36,1.06,1.038,-0.27,0.13738,5.5,801.052,Transit,2014,Kepler,36.3,,
Kepler-1169 b,1,1,0,6.11009134,0.0681,0.975,,,,0,376.57,1123,89.38,0.00643,2.447,5999.5,1.2345,1.126,0.2029,0.26202,1.82,522.823,Transit,2016,Kepler,36.27,,
Kepler-1990 c,1,2,0,4.06844201,0.0503,1.1,,,,0,580.55,1252,89.38,0.00812,2.7943,5751,1.092705,1.028,0.185,0.11702,2.985,392.739,Transit,2023,Kepler,36.26,,
Kepler-444 d,3,5,0,6.18940639,0.0570077,0.5,0.2,0.2,7.9,0,63.89,721,89.38,0.00475,2.2112,5046,0.752,0.696,-0.46,-0.42455,11.23,36.4396,Transit,2015,Kepler,36.26,2,Temperate Small Planets
Kepler-1035 b,1,1,0,2.714077555,0.0357,1.15,,,,0,606.715,1228,89.95,0.014885,1.2618,5753.5,0.992,1.005,0.12,0.209,4.9,562.116,Transit,2016,Kepler,36.24,,
Kepler-1616 b,1,1,0,6.76284377,0.074,1.02,,,,0,560.4005,1138,89.38,0.00567,5.872,6266,1.63,1.1835,-0.16,0.63778,3.94,1137.81,Transit,2016,Kepler,36.22,,
Kepler-97 b,1,2,0,2.586638081,0.0357,1.6,3.51,3.458390185,4.9153825,0,742.57,1331,81.93,0.02242,2.3035,5797,0.966,0.9225,-0.19,-0.02505,7.28,400.907,Transit,2014,Kepler,36.21,0,Warm Gas Giants
Kepler-1603 b,1,1,0,2.27163926,0.0347,1.05,,,,0,1410.56,1563,85.94,0.00889,4.043,6275,1.208,1.1,-0.1,0.7055,2.82,2712.58,Transit,2016,Kepler,36.2,,
Kepler-33 c,1,5,0,13.17556672,0.1128,2.68,0.39,0.39,0.13,0,244.58,1009,89.38,0.0263,6.6281,5904,1.694,1.1,0.0575,0.50738,4.32,1209.16,Transit,2011,Kepler,36.2,2,Temperate Small Planets
K2-32 e,2,4,0,4.3491,0.04925,1.212,2.1,2.1,6.3,0.043,,1066,89,0.0255,3.1115,5271,0.845,0.843,-0.06,,,157.682,Transit,2019,K2,36.15,,
Kepler-1365 c,1,2,0,4.77468005,0.0558,0.73,,,,0,338.46,1045,89.38,0.00513,3.809,5748.5,1.077,1,0.015,0.42479,6.03,840.128,Transit,2016,Kepler,36.14,,
Kepler-115 b,1,2,0,2.403643296,0.0355,1.041,,,,0,1118.115,1459,88.24,0.00816,1.3205,5979,1.15,1.04,-0.0499,0.22007,4.57,623.609,Transit,2014,Kepler,36.12,,
Kepler-334 b,1,3,0,5.47033694,0.0605,1.0445,,,,0,286.03,1049,89.38,0.01065,3.0617,5866,1.012805,1.022,-0.012,0.05556,2.75,426.59,Transit,2014,Kepler,36.12,,
Kepler-1311 b,1,3,0,11.1726994,0.09795,1.305,,,,0,219.23,939,89.38,0.00738,6.007,5754,1.537,1.02,0.0462,0.47186,7.59,866.331,Transit,2016,Kepler,36.09,,
Kepler-1258 b,1,1,0,0.984940167,0.0194,0.905,,,,0,2759.48,1846,88.81,0.00818,1.9543,5832,1.0445,1.008,-0.22,0.09384,3.89,717.555,Transit,2016,Kepler,36.08,,
Kepler-1589 b,1,1,0,0.991665274,0.0203,1.005,,,,0,3206.91,1919,85.94,0.00784,2.378,6108,1.244,1.132,0.07,0.32934,2.75,1513.14,Transit,2016,Kepler,36.08,,
Kepler-1888 b,1,1,0,11.39169979,0.1015,1.13,,,,0,247.39,1011,89.38,0.00473,4.971,5582,1.657,0.96,0.14,0.37424,11.3,402.947,Transit,2021,Kepler,36.07,,
Kepler-392 b,1,2,0,5.341855599,0.0619,1,,,,0,629.162,1360,88.24,0.00697,3.387,6026.51,1.14758,1.104,-0.3,0.19453,4.37,681.428,Transit,2014,Kepler,36.07,,
Kepler-1091 b,1,1,0,1.434742029,0.0232,1.11,,,,0,978.41,1426,87.66,0.02081,1.8811,5806,1.03,0.9845,-0.52,0.07961,1.935,914.299,Transit,2016,Kepler,36.06,,
Kepler-1951 b,1,1,0,20.65778044,0.1359,0.88,,,,0,35.84,624,88.81,0.00941,8.232,5482.5,1.103,0.8525,-0.28,0.50112,,1277.32,Transit,2021,Kepler,36.06,,
Kepler-205 c,1,2,0,20.30655662,0.1164,1.58,,,,0,4.345,344,89.38,0.07109,2.7558,4121,0.562,0.592,-0.25,-0.95618,8.53,159.72,Transit,2014,Kepler,36.05,,
Kepler-1441 b,1,1,0,39.4419839,0.2201,1.17,,,,0,13.9,492,89.95,0.01799,7.285,5660.565,1.2645,0.98,0.0389,0.32471,2.145,1110.48,Transit,2016,Kepler,36.03,,
Kepler-444 e,3,5,0,7.743477075,0.066213931,0.5,0.1,0.1,4.8,0,47.32,669,88.81,0.00513,2.7852,5046,0.752,0.696,-0.46,-0.42455,11.23,36.4396,Transit,2015,Kepler,36.01,2,Temperate Small Planets
Kepler-1340 b,1,1,0,0.665026916,0.0151,1.009,,,,0,4473.12,2070,89.95,0.01107,1.7384,5957,1,1.064,-0.005,0.08683,0.98,981.779,Transit,2016,Kepler,36,,
Kepler-1445 b,1,1,0,10.60052251,0.0949,0.96,,,,0,193.425,911,88.24,0.00607,4.484,6086,1.29258,1.028,-0.12,0.33963,5.055,506.357,Transit,2016,Kepler,35.99,,
Kepler-197 e,2,4,0,25.2099845,0.1632,0.927,,,,0,54.37,693,88.24,0.005965,6.372,5963.52,1.169,0.922,-0.39,0.22187,11.48,330.575,Transit,2014,Kepler,35.99,,
Kepler-345 b,1,2,0,7.415573467,0.0634,0.79,0.5,0.5,5.2,0,32.7,610,89.95,0.01669,2.076,4502,0.638,0.705,-0.02,,8.325,,Transit,2014,Kepler,35.97,,
Kepler-1412 b,1,1,0,3.6146051,0.04499,0.745,,,,0,700.275,1206,87.66,0.00452,3.188,5839.5,1.3225,0.999,-0.0634,0.38332,6.31,755.678,Transit,2016,Kepler,35.94,,
Kepler-1385 b,1,1,0,2.88879862,0.039,0.7,,,,0,719.24,1187,88.81,0.00416,2.981,5729.5,1.3105,0.98,0.2701,0.45032,4.37,688.795,Transit,2016,Kepler,35.93,,
Kepler-1686 b,1,1,0,9.30989826,0.0866,1.16,,,,0,164.38,913,89.38,0.01122,3.279,5806,1.101,1.008,0.06,0.14075,2.385,729.823,Transit,2020,Kepler,35.93,,
Kepler-1500 b,1,1,0,15.0330105,0.1124,1.14,,,,0,78.91,760,89.38,0.01371,5.416,5923,1.151355,1,-0.64,0.27456,4.07,1217.82,Transit,2016,Kepler,35.92,,
Kepler-374 b,1,3,0,1.897831417,0.029,1.16,,,,0,1496.27,1471,88.81,0.01336,2.6957,5898,1.05,1.01,0.07055,0.27435,3.89,1265.61,Transit,2014,Kepler,35.91,,
Kepler-647 b,1,2,0,16.2254649,0.1224,1.19,,,,0,87.115,770,89.38,0.01189,6.493,5955,1.18,0.98,-0.28,0.41834,4.27,1087.87,Transit,2016,Kepler,35.91,,
Kepler-1395 b,1,1,0,3.78470649,0.0519,0.99,,,,0,1466.0705,1747,89.95,0.0036,3.108,6104.965,1.24297,1.17,0.12,0.27693,2.69,492.894,Transit,2016,Kepler,35.89,,
Kepler-1398 c,1,2,0,4.13827595,0.050835,0.94,,,,0,612.065,1211,82.51,0.00622,3.449,6062.1,1.228,1.029,-0.073,0.31211,3.09,852.204,Transit,2016,Kepler,35.89,,
Kepler-1542 d,1,4,0,5.99273738,0.06225,1.013,,,,0,297.806,1111,89.38,0.00754,2.5486,5592.645,1.16062,0.933,0.07,0.07026,10.405,399.114,Transit,2016,Kepler,35.89,,
Kepler-1293 b,1,1,0,5.57654784,0.06545,0.935,,,,0,513.18,1214,88.24,0.00581,3.745,6259.72,1.259,1.217,0.06,0.60386,2.82,1028.16,Transit,2016,Kepler,35.84,,
Kepler-757 b,1,1,0,1.022678821,0.0191,1.04,,,,0,1521.94,1593,88.24,0.01402,1.3395,5559,1.02,0.8965,-0.18,0.16044,1.905,1068.68,Transit,2016,Kepler,35.84,,
Kepler-1142 b,1,1,0,18.3027248,0.1274,1.22,,,,0,37.04,629,86.52,0.02004,8.164,5607.5,1.371,0.962,-0.3832,0.43724,3.085,1273.51,Transit,2016,Kepler,35.8,,
Kepler-1425 b,1,1,0,14.4541302,0.1038,0.835,,,,0,49.51,676,85.37,0.00843,7.095,5559,0.94,0.891,-0.38515,0.39762,8.1,863.873,Transit,2016,Kepler,35.8,,
Kepler-384 b,1,2,0,22.59680883,0.148,1.18,,,,0,41.31,620,89.95,0.01529,6.205,5581,1.057,0.9245,-0.38,0.39588,6.92,895.678,Transit,2014,Kepler,35.8,,
Kepler-534 c,1,2,0,7.37867551,0.0761,1.085,,,,0,178.68,932,88.24,0.012145,3.25475,5936,0.965,1.075,0.07,0.14739,1.7,570.659,Transit,2021,Kepler,35.8,,
Kepler-1141 b,1,1,0,2.344511944,0.0342,0.86,,,,0,1155.7065,1490,89.38,0.00587,1.398,5872.5,1.1235,0.995,-0.04,0.1551,5.895,393.642,Transit,2016,Kepler,35.78,,
Kepler-1619 b,1,1,0,23.6225913,0.1597,0.76,,,,0,62.4575,679,89.95,0.00564,6.544,5852,1.393,0.9855,-0.3009,0.32575,8.725,734.85,Transit,2016,Kepler,35.78,,
Kepler-341 b,1,4,0,5.19556758,0.0587,1.18,,,,0,340.45,1095,87.66,0.01269,3.817,5755,1.024,1,-0.055,0.12721,4.68,1047.03,Transit,2014,Kepler,35.78,,
Kepler-1560 b,1,1,0,3.03195744,0.0397,0.9,,,,0,614.2,1270,88.81,0.00834,1.657,5755,0.993,0.957,-0.05,-0.03447,2.585,502.497,Transit,2016,Kepler,35.77,,
Kepler-1588 b,1,1,0,7.84931739,0.0726,0.78,,,,0,172.98,925,89.95,0.00629,3.736,5678,0.99,0.8555,-0.27075,0.3203,9.34,924.141,Transit,2016,Kepler,35.77,,
Kepler-804 c,1,2,0,9.65185017,0.0873,1.155,,,,0,139.42,875,85.94,0.01084,4.457,5771.5,1.0505,0.95,-0.03,0.04956,5.25,649.65,Transit,2016,Kepler,35.77,,
Kepler-450 d,1,3,0,7.5144704,0.0825,0.91,32.40525,32.40525,77,0,488.52,1196,88.81,0.00316,4.965,6210.5,1.6055,1.334,0.17,0.55403,2.57,455.982,Transit,2015,Kepler,35.75,0,Warm Gas Giants
Kepler-1436 b,1,1,0,9.705716,0.0881,1.31,,,,0,186.89,943,88.24,0.01413,6.922,6085,1.11,1.05,-0.36,0.80118,3.195,2530.62,Transit,2016,Kepler,35.74,,
Kepler-374 c,1,3,0,3.28280266,0.042,1.19,,,,0,720.95,1226,88.24,0.01461,3.2436,5898,1.05,1.01,0.07055,0.27435,3.89,1265.61,Transit,2014,Kepler,35.71,,
Kepler-238 b,1,5,0,2.09081565,0.0326,1.36,3305.02,3305.02,526,0,1318.845,1404,87.09,0.01197,3.375,5779,1.407,1.056,0.165,0.43048,4.79,1798.75,Transit,2014,Kepler,35.7,0,Warm Gas Giants
Kepler-81 d,1,3,0,20.83766355,0.12425,1.245,,,,0,3.83,357,89.95,0.03984,2.5251,4385,0.582488,0.682,-0.18,-0.90188,5.215,348.291,Transit,2014,Kepler,35.7,,
Kepler-1278 b,1,1,0,3.23941344,0.0419,0.89,,,,0,511.14,1213,89.38,0.00793,2.654,6074.5,1.07,1.071,-0.46,0.36593,3.31,889.426,Transit,2016,Kepler,35.67,,
Kepler-1525 b,1,1,0,2.416601183,0.0354,0.91,,,,0,704.673,1309,89.95,0.00845,1.9656,5705,1.022,1.013,0.26,-0.0112,3.495,382.989,Transit,2016,Kepler,35.66,,
Kepler-1373 b,1,1,0,1.29123275,0.02395,0.88,,,,0,2848.345,1839,85.37,0.00689,1.876,6338.5,1.21,1.159,-0.2,0.77358,2.51,1699.46,Transit,2016,Kepler,35.64,,
Kepler-1542 b,1,4,0,3.95116882,0.0466,0.935,,,,0,574.0085,1277,87.66,0.00614,2.5916,5611.29,1.174,0.928,0.065,0.07026,10.405,399.114,Transit,2016,Kepler,35.63,,
Kepler-197 b,2,4,0,5.59931973,0.0598,1.112,,,,0,403.88,1143,89.95,0.00885,3.7511,5983.26,1.166,0.922,-0.38,0.22187,11.48,330.575,Transit,2014,Kepler,35.63,,
Kepler-1380 b,1,1,0,10.31082385,0.0917,1.34,,,,0,90.1,786,89.38,0.02292,5.643,5707,0.893,0.9635,-0.02,0.47259,3.845,2462.94,Transit,2016,Kepler,35.62,,
Kepler-36 b,1,2,0,13.84984283,0.1154,1.486,4.45,4.175,7,0,216.54,978,89.38,0.00844,7.34995,5956.5,1.629,1.071,-0.19,0.51005,6.6,527.956,Transit,2012,Kepler,35.61,2,Temperate Small Planets
Kepler-100 b,1,4,0,6.88706037,0.0727,1.31,7.34,6.392457835,13.303954,0,432.81,1163,87.09,0.00739,4.4276,5854,1.5,1.08,0.09,0.41123,6.69,304.645,Transit,2014,Kepler,35.59,0,Warm Gas Giants
Kepler-163 b,1,2,0,7.81104673,0.0771,1.05,,,,0,135.66,870,89.38,0.01365,3.147,5720.5,0.915,0.97,0.02,-0.13799,2.335,689.814,Transit,2014,Kepler,35.59,,
Kepler-1561 b,1,1,0,1.005207007,0.0194,0.89,,,,0,1896.29,1683,83.08,0.01011,1.62,5717,0.912,0.96,-0.08,-0.02044,3.39,839.076,Transit,2016,Kepler,35.56,,
Kepler-1542 e,1,4,0,5.10115756,0.055895,0.936,,,,0,369.999,1173,89.95,0.00637,2.615,5592.645,1.16062,0.933,0.07,0.07026,10.405,399.114,Transit,2016,Kepler,35.55,,
Kepler-1386 b,1,1,0,6.73972381,0.0699,1.12,,,,0,176.73,930,89.38,0.01399,4.106,5706,1.03,0.9905,0.04,0.00882,4.755,835.882,Transit,2016,Kepler,35.54,,
Kepler-206 b,1,3,0,7.78200916,0.0765,1.2,,,,0,189.8,946,88.81,0.01079,3.87,5762,1.12,0.982,0.06,0.08357,7,594.447,Transit,2014,Kepler,35.53,,
Kepler-431 d,1,3,0,11.9216214,0.1054,1.22,,,,0,315.144,1109,89.38,0.00515,4.932,6050.355,1.62709,1.1,-0.0166,0.49839,4.34,486.546,Transit,2015,Kepler,35.5,,
Kepler-1163 b,1,1,0,6.11786898,0.0682,1,,,,0,455.3,1150,87.66,0.00594,3.47,6282.515,1.3295,1.154,0.012,0.39636,2.88,478.647,Transit,2016,Kepler,35.47,,
Kepler-625 c,1,2,0,4.1653651,0.0533,1.18,,,,0,493.74,1202,89.38,0.01226,3.2895,6049.15,1.1355,1.165,0.175,0.40647,1.51,760.708,Transit,2016,Kepler,35.47,,
Kepler-1098 b,1,1,0,2.543072855,0.0346,1.24,,,,0,634.16,1280,89.38,0.01657,2.7494,5753,0.99,0.946,-0.34,0.15655,4.04,1049.19,Transit,2016,Kepler,35.46,,
Kepler-1274 b,1,1,0,6.98152703,0.0799,1.315,,,,0,902.05,1398,88.81,0.00374,5.896,6131,2.16,1.417,0.13,0.79752,2.88,614.648,Transit,2016,Kepler,35.46,,
Kepler-1505 b,1,1,0,30.8609366,0.1908,1.13,,,,0,36.13,625,89.95,0.01111,4.109,5611.145,1.1385,0.972,-0.2,0.14944,7.75,495.148,Transit,2016,Kepler,35.46,,
Kepler-1285 b,1,1,0,14.7967458,0.1272,1.15,,,,0,206.0805,994,88.24,0.00633,5.638,6141,1.5928,1.222,0.12,0.48088,2.85,422.269,Transit,2016,Kepler,35.45,,
Kepler-1689 b,1,1,0,8.48294098,0.0791,0.84,,,,0,161.32,909,89.95,0.00712,2.485,5798,0.996208,0.928,-0.16,-0.01555,5.315,294.122,Transit,2020,Kepler,35.45,,
Kepler-770 c,1,3,0,1.475322314,0.0238,1.01,,,,0,827.55,1368,87.66,0.01605,2.326,5513,0.92,0.925,-0.36,0.05399,2.535,930.457,Transit,2016,Kepler,35.45,,
Kepler-908 b,3,1,0,1.340597468,0.0248,1.165,,,,0,2166.535,1692,89.38,0.01098,1.6085,5977,1.125,1.1275,0.18,0.26406,2.95,290.843,Transit,2016,Kepler,35.45,,
Kepler-1264 b,1,1,0,0.968526023,0.017895,1.1465,,,,0,2535.155,1823,86.52,0.01281,1.2904,5791,0.964469,0.9365,-0.42,-0.05475,4.17,801.993,Transit,2016,Kepler,35.44,,
Kepler-106 b,1,4,0,6.16491696,0.0648,0.85,5.3,5.3,,0,271.63,1035,87.66,0.00637,3.227,5881,1.04,0.959,-0.12,0.08255,5.015,444.322,Transit,2014,Kepler,35.43,2,Temperate Small Planets
Kepler-1312 c,1,2,0,1.116128999,0.02045,0.93,,,,0,1418.14,1565,89.38,0.01157,1.3577,5690,0.866,0.967,0.02,-0.09874,0.645,299.104,Transit,2021,Kepler,35.43,,
Kepler-826 b,1,1,0,4.48758907,0.05161,1.175,,,,0,481.81,1043,89.95,0.01206,2.8308,6024,1.2035,0.972,-0.3294,0.34865,4.37,779.596,Transit,2016,Kepler,35.43,,
Kepler-1617 b,1,1,0,27.4785572,0.1833,1.2,,,,0,58.9445,689,88.81,0.00889,8.305,5988.14,1.368,1.082,-0.1,0.34078,5.965,898.31,Transit,2016,Kepler,35.42,,
Kepler-131 c,1,2,0,25.5170646,0.1736,0.806,8.25,8.25,77.7,0,31.925,600,89.38,0.006495,5.141,5771,1.023,1.035,0.13,0.02191,3.69,228.678,Transit,2014,Kepler,35.41,2,Temperate Small Planets
Kepler-1598 b,1,1,0,4.34195123,0.0527,0.95,,,,0,552.7,1237,89.95,0.00772,2.696,5940,1.09,1.032,-0.04,-0.03931,2.545,619.862,Transit,2016,Kepler,35.39,,
Kepler-1073 d,1,3,0,2.50475882,0.035,1.16,,,,0,550.7,1235,85.94,0.01868,2.523,5741,0.910306,0.917,-0.24,-0.01023,,809.897,Transit,2021,Kepler,35.38,,
Kepler-392 c,1,2,0,10.42312041,0.09485,1.115,,,,0,258.024,1088,89.38,0.00825,2.242,6013.755,1.14758,1.104,-0.3,0.19453,7.545,681.428,Transit,2014,Kepler,35.37,,
Kepler-1965 b,1,1,0,41.8673672,0.2305,1.1045,,,,0,14.12,494,89.38,0.01542,5.186,5852,0.842,0.929,-0.28,-0.07602,4.57,521.791,Transit,2021,Kepler,35.35,,
Kepler-1240 b,1,1,0,4.8663815,0.0537,1.22,,,,0,330.88,1052,89.95,0.01459,2.231,5658,1.0355,0.969,0.07,0.22254,7.08,862.186,Transit,2016,Kepler,35.34,,
Kepler-230 c,1,2,0,91.773242,0.3767,2.13,,,,0,3.9,358,89.95,0.069455,6.363,5459.5,0.796,0.846,-0.3,-0.36784,4.37,740.754,Transit,2014,Kepler,35.31,,
Kepler-1298 b,1,1,0,7.12811928,0.0781,1.225,,,,0,718.625,1261,89.38,0.004565,5.614,6311,2,1.253,-0.1,0.83982,2.69,544.163,Transit,2016,Kepler,35.3,,
Kepler-1376 b,1,1,0,5.308796522,0.0598,1.07,,,,0,279.21,1043,89.95,0.01275,3.018,5911,0.955,0.9955,-0.06,-0.07062,3.69,868.056,Transit,2016,Kepler,35.3,,
Kepler-1839 b,1,1,0,5.05661845,0.0583,1.19,,,,0,286.32,1049,88.81,0.01608,3.896,5926,0.939,1.03,-0.04,0.19174,0.4,1136.6,Transit,2021,Kepler,35.3,,
Kepler-114 b,1,3,0,5.188561757,0.0484,1.04,2.46,2.46,4.115,0,28.04,587,89.38,0.03536,2.3669,4619,0.681637,0.56,-0.065,-0.6853,5.495,259.533,Transit,2014,Kepler,35.29,2,Temperate Small Planets
Kepler-1473 b,1,1,0,14.4273551,0.116,1.19,,,,0,88.9,783,89.38,0.01217,3.89,5929,1.09,1,-0.06,0.19358,4.62,652.253,Transit,2016,Kepler,35.29,,
Kepler-1253 b,1,1,0,68.8861915,0.31135,1.365,,,,0,13.625,478,89.38,0.01445,5.95,5753,1.222,0.9215,-0.4797,0.34479,7.08,514.524,Transit,2016,Kepler,35.26,,
Kepler-1398 b,1,2,0,2.78815679,0.039045,0.845,,,,0,1037.44,1382,84.8,0.00583,3.326,6062.1,1.228,1.029,-0.073,0.31211,3.09,852.204,Transit,2016,Kepler,35.25,,
